id,BILL_SUB_SYS,RECORD STATUS,ORDER TYPE,ORDER NUMBER,PHONE NUMBER,BILL WITH NUMBER,NAME FORMAT,LAST NAME,FIRST NAME,CUSTOMER NEGOTIATED,PLANNING SCHEDULE,DUE TIME,EST. WORK UNITS,ACTIVE CONTACT DATE,ACTIVE CONTACT TIME,ACTIVE DUE YEAR,ACTIVE DUE MONTH,ACTIVE DUE DAY,ACTIVE NOT COMPLETE CODE,ISSUED BY EMP NUMBER,COMPLETION TIME,ASSIGNED TO,COMPLETED BY,WORK ORDER,MILES DRIVEN,HOURS WORKED,RESIDENTIAL Y/N,ISR CODE,UPDATE CODE,PRINTED Y/N,FLAGGED FOR PRINT Y/N,PHYSICAL ADDRESS CONTROL #,STATE,CITY,SUBDIVISION,STREET NAME,STREET SUBTITLE,STREET DIRECTION,STREET NUMBER,ST. SUBDESCRIPTION,BUILDING NUMBER,BUILDING SUB NUMBER,BILLING CYCLE,PRINT AT LOCATION 1,PRINT AT LOCATION 2,PRINT AT LOCATION 3,PRINT AT LOCATION 4,PRINT AT LOCATION 5,PRINT AT LOCATION 6,PRINT AT LOCATION 7,PRINT AT LOCATION 8,PRINT AT LOCATION 9,PRINT AT LOCATION 10,PRINT AT LOCATION 11,PRINT AT LOCATION 12,PRINT AT LOCATION 13,PRINT AT LOCATION 14,PRINT AT LOCATION 15,PRINT AT LOCATION 16,PRINT AT LOCATION 17,PRINT AT LOCATION 18,PRINT AT LOCATION 19,PRINT AT LOCATION 20,NOT USED FLAG #01,AUTO ASSIGN BILL CYCLE M/A,Order Origination Code,NOT USED FLAG #04,NOT USED FLAG #05,Alt. Phone# Tfr Order#,Sold By Employee#,Account PIN#,STAGE CODE,SAM SEQUENCE #,BUILDING NAME,TC WORK STATUS,TC WORK CHANGE DATE,TC WORK CHANGE TIME,WAM WORK STATUS,WAM WORK CHANGE DATE,WAM WORK CHANGE TIME,FRME WORK STATUS,FRAME WORK CHANGE DATE,FRAME WORK CHANGE TIME,PLANT TRAIT CODE,AUTO STAGED Y/N,NEW CONSTRUCTION Y/N,TECH NOTES INCLUDED Y/N,PRIMARY SERVICE FLAG,Begin Work Time,End Work Date,End Work Time,Allow Order Deactivate,Deactivate Date,Deactivate Time,Deactivate User,Customer will Advise? Y/N,Channel Code,Partner Id#,Referral Id#,Lead Tracking Number,Marketing Program,Appointment Flag Y/N,HSI Flag HI/HO/HL,No Access Flag,Part of a Cut,Post Pre-Edit Flag,LAST_UPD_USER,EXT_DTTM
FT734694207,FT,,PR,734694207,7839320183,7839320183,Y,ESTRADA,KAMDEN,N,TC,1700,12,1/7/2024,1543,2024,5,14,,121516,0,0,999999,,0,0,Y,RS,2,N,N,4708330,FL,TPA,,HOLLY,CT,,3410,,0,,3,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,5224,NQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT736450812,FT,,TD,736450812,5450658491,5450658491,Y,MCINTYRE,SANTOS,N,TC,1700,12,1/22/2024,1420,2024,4,6,,330505,0,0,999999,,0,0,Y,RS,2,N,N,2241099,TX,RWL,,CHURCH,HL,,1905,,0,,16,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,6408,NQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT737681885,FT,,XI,737681885,9897683264,9897683264,N,WRIGHT,JAQUELINE,N,,0,0,1/30/2024,1428,2024,5,18,,601089,0,0,0,,0,0,N,CN,2,N,N,6641037,TX,PLN,,PARK,PKY,W,1721,STE 130,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,502653,3043,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,Y,,,,,INF_BATCH_USER,1/13/2023 2:08
FT740753817,FT,,ON,740753817,5238562581,5238562581,N,HALEY,GISELLE,N,RESFL,1700,10,1/16/2024,1504,2024,4,11,,270183,0,0,999999,,0,0,N,RS,2,N,N,3291863,FL,WNH,,DURHAM,,,199,,0,,2,,,,,,,,,,,,,,,,,,,,,1,,O,,,,0,9869,END,1,,N,0,0,N,0,0,Y,20171115,71532,,A,N,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT740795022,FT,,CD,740795022,1939490823,1939490823,Y,FREEMAN,IZAIAH,N,,0,0,1/23/2024,1530,2024,5,11,,936549,0,0,0,,0,0,Y,CN,2,N,N,5336594,FL,TPA,,MADISON,AVE,N,3302,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6630,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT741241609,FT,,RC,741241609,9055993785,9055993785,Y,WARD,THOMAS,N,,0,0,1/25/2024,1449,2024,5,4,,956670,0,0,0,,0,0,Y,CN,2,N,N,9807981,FL,VLR,,NEW,DR,,1207,,0,,16,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3212,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT741895236,FT,,TD,741895236,3714952709,3714952709,Y,HARRIS,CHRISTIAN,N,TC,1700,10,1/1/2024,2217,2024,5,21,,517971,0,0,999999,,0,0,Y,RS,2,N,N,3816396,TX,SOL,,WALNUT,CT,,1105,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,6085,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT742255257,FT,,CD,742255257,1525787190,1525787190,Y,SHARP,NASH,N,,0,0,1/9/2024,1358,2024,4,18,,741856,0,0,999999,,0,0,Y,CN,2,N,N,7581379,TX,CLY,,BUCKINGHAM,DR,,1542,,0,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,400320,1631,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT742270657,FT,,CD,742270657,6000218470,6000218470,N,RAMOS,KARLY,N,,0,0,1/1/2024,1439,2024,4,10,,589469,0,0,999999,,0,0,N,CN,2,N,N,2437003,TX,TXC,,DEPOT,EXP,,9300,STE 206,0,,28,,,,,,,,,,,,,,,,,,,,,1,,G,,,,400939,3365,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT742821766,FT,,CC,742821766,1748301638,1748301638,Y,HUTCHINSON,LEONIDAS,Y,TC,1700,0,1/30/2024,1439,2024,4,1,,936972,0,0,0,,0,0,Y,CN,2,N,N,986385,TX,IRV,,9TH,ST,,816,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,E,,,,0,6658,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT743002800,FT,,CC,743002800,5965431879,5965431879,Y,BURCH,VERONICA,N,,0,0,1/29/2024,1248,2024,5,13,,506699,0,0,0,,0,0,Y,CN,2,N,N,5318456,TX,PLN,,HIGHLAND,DR,,1709,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,504332,2317,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT743205143,FT,,RC,743205143,6587625366,6587625366,Y,ZHANG,PAIGE,Y,CRW F,1700,0,1/17/2024,1511,2024,5,16,,446245,1000,504072,504072,,0,0,Y,CN,2,N,N,4689097,FL,TPA,,WARREN,CIR,,12035,,0,,7,,,,,,,,,,,,,,,,,,,,,1,,C,,,,79239,8712,END,1,,N,0,0,C,20181003,90910,N,0,0,PREM VISIT,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,Y,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT743705775,FT,,CD,743705775,6156884213,6156884213,Y,REYES,KYLE,N,,0,0,1/6/2024,1454,2024,5,6,,771592,0,0,0,,0,0,Y,CN,2,N,N,8144782,FL,TPA,,WINDSOR,DR,,4603,APT 39,0,,91,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3686,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT743950308,FT,,RC,743950308,5203400923,5203400923,Y,TODD,AYDIN,N,,0,0,1/24/2024,1742,2024,4,15,,243751,0,0,0,,0,0,Y,CN,2,N,N,3263187,FL,TPA,,FIELDSTONE,DR,,11735,,0,,19,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1913,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT745805536,FT,,PR,745805536,4640015560,4640015560,Y,TRAN,KARSYN,N,TC,1700,10,1/30/2024,1533,2024,5,21,,741579,0,0,999999,,0,0,Y,RS,2,N,N,1535122,FL,NPR,,POPLAR,,,9420,,0,,2,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,8775,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT745977551,FT,,VO,745977551,1539385103,1539385103,Y,HENDRICKS,MAKAI,Y,TC,1700,0,1/17/2024,1345,2024,5,10,,609511,0,0,999999,,0,0,Y,CN,2,N,N,6899439,FL,LTZ,,BROAD,CT,,1004,,0,,4,,,,,,,,,,,,,,,,,,,,,1,,C,,,,808844,5923,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT747569075,FT,,RC,747569075,6017501728,6017501728,Y,IBARRA,CHARLIZE,N,,0,0,1/30/2024,1516,2024,4,6,,646848,0,0,0,,0,0,Y,CN,2,N,N,6267891,FL,LTZ,,SHEFFIELD,LP,,17520,,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5525,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT748222345,FT,,CR,748222345,6793658648,6793658648,Y,REEVES,DANTE,N,TC,1700,10,1/19/2024,1743,2024,5,11,,996680,0,0,999999,,0,0,Y,CN,2,N,N,7425233,FL,TPA,,LILAC,DR,,4534,,0,,17,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,3505,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT749680091,FT,,RC,749680091,6027515130,6027515130,Y,COOLEY,BENTLEY,N,,0,0,1/4/2024,1047,2024,4,5,,591480,0,0,0,,0,0,Y,CN,2,N,N,7905157,TX,KLR,,ROSE,LN,,12716,,0,,17,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5537,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT749976077,FT,,CC,749976077,6069260970,6069260970,Y,JACOBSON,WILLOW,N,,0,0,1/21/2024,1403,2024,4,15,,756611,0,0,0,,0,0,Y,CN,2,N,N,979275,TX,FLM,,FOREST,RD,,2101,,0,,91,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6086,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT750258691,FT,,CD,750258691,3634544045,3634544045,N,MILLER,KEVIN,N,,0,0,1/10/2024,1412,2024,4,14,,965865,0,0,999999,,0,0,N,CN,2,N,N,2063445,FL,PRI,,SOMERSET,,,11721,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1359,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT750307707,FT,,BO,750307707,5776119019,5776119019,N,QUINN,REUBEN,Y,RESSH,1700,0,1/12/2024,1505,2024,5,23,,168559,0,0,999999,,0,0,N,CN,2,N,N,3174784,TX,PLN,,ROUTE,PKY,W,2700,,0,,19,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,301000,7682,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT752170710,FT,,GI,752170710,6321648341,6321648341,N,MCINTYRE,CLARISSA,Y,TC,1700,0,1/19/2024,1358,2024,4,18,,323229,0,0,999999,,0,0,N,CN,2,N,N,6439662,FL,LKL,,LAFAYETTE,AVE,,136,,0,,25,,,,,,,,,,,,,,,,,,,,,1,A,L,,,,99997,7976,CQC,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT752458313,FT,,CC,752458313,1486202579,1486202579,N,MCGUIRE,ZACHARY,N,,0,0,1/18/2024,638,2024,4,8,,90083,0,0,999999,,0,0,N,CN,2,N,N,7788629,TX,BGL,,WILLIAM,AVE,N,118,,0,,7,,,,,,,,,,,,,,,,,,,,,,M,,,,,510471,5752,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT753406661,FT,,PO,753406661,5934753035,5934753035,N,WILLIAMSON,LIA,Y,PORTT,1700,0,1/17/2024,1442,2024,5,8,,132181,0,0,999999,,0,0,N,CN,2,N,N,8021756,TX,POR,,ROSEWOOD,DR,,1902,,0,,28,,,,,,,,,,,,,,,,,,,,,1,M,L,,,,99997,8567,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT753577883,FT,,RC,753577883,5056052722,5056052722,Y,SHEPHERD,RUDY,N,,0,0,1/31/2024,1404,2024,4,14,,915505,0,0,0,,0,0,Y,CN,2,N,N,5258982,FL,KIS,,ROUTE,DR,,199,,0,,16,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4038,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT754089369,FT,,CC,754089369,2014020722,2014020722,Y,KENT,IAN,Y,RESSH,1700,0,1/21/2024,1837,2024,4,24,,704488,1819,510887,510887,,0,0,Y,CN,2,N,N,4309978,TX,GPV,,MONROE,CT,,4100,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,C,,,,72201,4802,END,1,,N,0,0,C,20180105,181710,N,0,0,PREM VISIT,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,N,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT755617166,FT,,CD,755617166,1130256102,1130256102,Y,DAY,GAVIN,N,,0,0,1/10/2024,1350,2024,4,18,,130865,0,0,0,,0,0,Y,CN,2,N,N,4307267,FL,ODE,,CHAPEL,CT,,19717,,0,,25,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3474,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT755699775,FT,,BI,755699775,8941635986,8941635986,N,CHRISTENSEN,CHAZ,Y,RESFL,1700,0,1/19/2024,1442,2024,4,15,,104991,1546,0,999999,,0,0,N,CN,2,N,N,9395245,FL,BND,,FULTON,DR,,1463,STE 116,0,,1,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,509620,8979,END,1,,N,0,0,N,0,0,N,0,0,,M,,,N,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT755746641,FT,,RC,755746641,4708983674,4708983674,Y,FRAZIER,ALMA,N,,0,0,1/20/2024,1352,2024,4,3,,263172,0,0,0,,0,0,Y,CN,2,N,N,1999268,FL,BND,,MILL,PL,,1821,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7527,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT755982558,FT,,CR,755982558,1050963010,1050963010,Y,BOOTH,CAROLINE,N,TC,1700,10,1/22/2024,1353,2024,4,18,,602345,0,0,999999,,0,0,Y,CN,2,N,N,9814333,TX,IRV,,GREEN,WAY,,4229,APT 3112,0,,2,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,8416,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT756103801,FT,,CD,756103801,9755011964,9755011964,N,BLACK,TRENTON,N,,0,0,1/28/2024,1131,2024,4,11,,627052,0,0,999999,,0,0,N,CN,2,N,N,7506976,TX,CGS,,JACKSON,BLV,,210,BLDG 1510,0,,16,,,,,,,,,,,,,,,,,,,,,1,,G,,,,401504,1291,END,265,,A,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT757630822,FT,,CD,757630822,5478839508,5478839508,N,NOLAN,NOEL,N,,0,0,1/1/2024,1411,2024,5,16,,571905,0,0,999999,,0,0,N,CN,2,N,N,9026621,FL,TPA,,ROUTE,AVE,,13540,STE 107,0,,9,,,,,,,,,,,,,,,,,,,,,1,,,,,,508422,7261,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT757698939,FT,,CD,757698939,4145142046,4145142046,N,HARRISON,GIDEON,N,,0,0,1/14/2024,1351,2024,4,11,,296045,0,0,999999,,0,0,N,CN,2,N,N,2942634,FL,TPA,,10TH,ST,,610,,0,,49,,,,,,,,,,,,,,,,,,,,,1,,G,,,,61600,6561,END,2,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT758164883,FT,,CC,758164883,8236192640,8236192640,Y,STOKES,MARYJANE,Y,TC,1700,0,1/15/2024,1502,2024,4,7,,580279,439,0,999999,,0,0,Y,CN,2,N,N,3458454,FL,TPA,,LINDA,DR,,4951,,0,,16,,,,,,,,,,,,,,,,,,,,,1,,C,,,,68385,9557,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT758914430,FT,,RC,758914430,9249934020,9249934020,Y,MATTHEWS,VINCENT,Y,TC,1700,0,1/16/2024,1539,2024,5,22,,448871,0,0,999999,,0,0,Y,CN,2,N,N,113754,TX,BYT,,ROUTE,BLV,,3205,,0,,13,,,,,,,,,,,,,,,,,,,,,1,,C,,,,80078,7655,NQC,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HO,,,P,INF_BATCH_USER,1/13/2023 2:08
FT760110874,FT,,TD,760110874,3776650773,3776650773,Y,WASHINGTON,JULIANA,N,TC,1700,10,1/14/2024,1458,2024,4,3,,752646,0,0,999999,,0,0,Y,RS,2,N,N,6422088,FL,LKL,,WINDSOR,CT,,1552,,0,,4,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,5522,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT760424100,FT,,VI,760424100,8930633976,8930633976,Y,VALENCIA,FELICITY,Y,TC,1700,0,1/29/2024,1404,2024,5,11,,622728,0,0,999999,,0,0,Y,CN,2,N,N,3393955,FL,SCC,,COUNTRY,BLV,,1711,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,C,,,,949802,6645,END,2,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT761242209,FT,,BO,761242209,3040410020,3040410020,N,MCKNIGHT,JASON,Y,TC,1700,0,1/31/2024,1340,2024,5,18,,320600,0,0,999999,,0,0,N,CN,2,N,N,4630310,TX,SNG,,CHARLES,,,0,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,G,,,,300930,1957,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT761797706,FT,,KO,761797706,2310158105,2310158105,N,DUNN,ADEN,Y,RESSH,1700,0,1/16/2024,1407,2024,5,9,,411124,0,0,999999,,0,0,N,CN,2,N,N,104152,TX,IRV,,HARTFORD,MAL,,3645,UNIT D04,0,,22,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,1628,END,1,,N,0,0,N,0,0,S,20220116,162446,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT762575196,FT,,CD,762575196,7281327078,7281327078,Y,DOUGHERTY,RYKER,N,,0,0,1/27/2024,1334,2024,4,17,,54791,0,0,999999,,0,0,Y,CN,2,N,N,3299786,TX,FLM,,COURT,LN,,1617,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,59103,9054,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT762746275,FT,,BI,762746275,5219276966,5219276966,N,BOOTH,SULLIVAN,Y,IRN F,1700,0,1/15/2024,1511,2024,4,7,,206860,1400,503809,503809,,0,0,N,CN,2,N,N,2605761,TX,IRV,,MAIN,DR,,545,,0,,9,,,,,,,,,,,,,,,,,,,,,3,A,,,,,506525,9093,END,1,,N,0,0,C,20180308,140243,N,0,0,*FBRWFMREQ,A,,,Y,0,0,0,N,0,0,,N,200,0,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
FT764536631,FT,,CD,764536631,4337478736,4337478736,Y,CURRY,CALLIE,N,,0,0,1/24/2024,1401,2024,5,9,,315034,0,0,0,,0,0,Y,CN,2,N,N,789016,TX,KLR,,RIDGE,TRL,,4328,,0,,21,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4036,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT765111267,FT,,RR,765111267,1907583170,1907583170,Y,NIELSEN,FREDDY,N,TC,1700,1,1/17/2024,937,2024,5,2,,768138,0,0,999999,,0,0,Y,CN,2,N,N,3259914,FL,LIT,,HILLCREST,DR,,5916,,0,,21,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,2060,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT765447012,FT,,CI,765447012,9490631865,9490631865,N,DANIELS,CHRISTINA,N,,0,75,1/1/2024,1512,2024,5,3,,484311,0,999999,999999,,0,0,N,CN,2,N,N,3315010,FL,TPA,,HOWARD,DR,,12674,,0,,92,,,,,,,,,,,,,,,,,,,,,,M,,,,,999999,9678,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT765481365,FT,,CC,765481365,7571311807,7571311807,Y,CLARK,ZOEY,Y,RESFL,1700,0,1/24/2024,1338,2024,5,8,,591286,0,0,999999,,0,0,Y,CN,2,N,N,276388,FL,LKL,,ROSE,CIR,,2719,,0,,22,,,,,,,,,,,,,,,,,,,,,1,M,,,,,67286,7847,NQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT765486083,FT,,RO,765486083,7298817178,7298817178,Y,JORDAN,KELSIE,Y,TC,1700,0,1/19/2024,1426,2024,4,16,,522260,0,0,999999,,0,0,Y,CN,2,N,N,4901875,FL,TPA,,CATHERINE,AVE,,3712,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,C,,,,82090,3794,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT766198456,FT,,RI,766198456,9168705576,9168705576,Y,HANSON,KILEY,Y,TRS F,1700,0,1/4/2024,1308,2024,5,10,,712423,1337,507665,507665,,0,0,Y,CN,2,N,N,1290897,FL,HOL,,KING,LN,,1051,,0,,4,,,,,,,,,,,,,,,,,,,,,1,A,C,,,,16181,8344,END,1,,N,0,0,C,20190104,124103,N,0,0,PREM VISIT,A,N,,,0,0,0,N,0,0,,N,217,700874,0,0,0,N,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
FT766348631,FT,,FV,766348631,8392085770,8392085770,Y,BOYD,EMELIA,Y,FV,1700,0,1/28/2024,1501,2024,5,21,,284202,0,0,999999,,0,0,Y,CN,2,N,N,792118,FL,NPR,,OAK,CT,,2041,,0,,25,,,,,,,,,,,,,,,,,,,,,1,,E,,,,948218,1647,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT767537757,FT,,CO,767537757,6801717971,6801717971,Y,BARTLETT,JILLIAN,Y,TC,1700,0,1/26/2024,1406,2024,4,4,,653477,0,0,999999,,0,0,N,CN,2,N,N,3164332,TX,BYT,,ROUTE,AVE,,602,,0,,1,,,,,,,,,,,,,,,,,,,,,2,,L,,,,99997,2876,END,1,,A,0,0,N,0,0,S,20211219,74357,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT767782041,FT,,CR,767782041,5732096268,5732096268,Y,HART,BOBBY,N,TC,1700,10,1/17/2024,1057,2024,4,19,,772685,0,0,999999,,0,0,Y,CN,2,N,N,6884065,FL,PNP,,DURHAM,AVE,,7061,,0,,2,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,7313,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
